network_id,network_type,network_scale,network_metal,source,target,selected_lag_bic,selected_lag_aic,f_stat,p_value,fdr_p_value,significant_5pct,n_obs,full_model_aic,full_model_bic
same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,palladium_spot_STC,5,5,1.7004825615075887,0.13099045709388638,0.18137140212999653,False,3095,13453.428447083756,13519.841422120062
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,gold_futures_STC,5,5,6.802760925043346,2.5574265905689185e-06,7.15086269984319e-06,True,3095,8230.84156148387,8297.254536520177
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,silver_futures_STC,5,5,94.81980044688558,3.8450029751089635e-93,2.214721713662763e-91,True,3095,13234.32548169664,13300.738456732946
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,platinum_futures_STC,5,5,2.588685300624345,0.024114797834229228,0.03815968008932977,True,3095,12051.700257075026,12118.113232111333
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,palladium_futures_STC,5,5,0.6663698550686682,0.6489966222485262,0.7301212000295919,False,3095,13890.898581840413,13957.311556876719
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,gold_spot_STC,5,5,0.5655046770749139,0.7265435980330757,0.7925930160360826,False,3095,8691.273268556706,8757.686243593012
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,platinum_spot_STC,5,5,1.0252214958245596,0.4008946670699713,0.48511623578215013,False,3095,11684.069222411872,11750.482197448178
same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,palladium_spot_STC,5,5,2.414252258582329,0.03406127508594582,0.05193243854473314,False,3095,13449.858775664019,13516.271750700325
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,gold_futures_STC,5,5,8.943341921634444,1.90574949367299e-08,6.166919709863158e-08,True,3095,8220.235845978363,8286.648821014669
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_futures_STC,5,5,38.63232343322808,1.3741485732728572e-38,2.8268199221613064e-37,True,3095,13488.885291668106,13555.298266704413
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,5,5,26.15104912702966,5.959076281556995e-26,6.864855876353658e-25,True,3095,11936.146598982057,12002.559574018363
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,palladium_futures_STC,5,5,4.5625981071306665,0.00037845446610217353,0.0008320220323467633,True,3095,13871.430412282636,13937.843387318942
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,gold_spot_STC,5,5,3.0935709023809226,0.008650633461316145,0.014829657362256247,True,3095,8678.62535024975,8745.038325286056
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_spot_STC,5,5,2.973508899172382,0.011072734982199276,0.01854039345856623,True,3095,12879.811919694623,12946.224894730929
same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,palladium_spot_STC,5,5,3.540176593181159,0.0034057860618597626,0.006287277131129747,True,3095,13444.236212115618,13510.649187151925
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,gold_futures_STC,5,5,5.9061991072639355,1.931043085810265e-05,4.836003554029185e-05,True,3095,8235.294485106626,8301.707460142932
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,silver_futures_STC,5,5,16.10591647634752,1.0499930809879838e-15,6.2999584859279026e-15,True,3095,13597.127573908565,13663.540548944871
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,platinum_futures_STC,5,5,4.795795006100224,0.00022714948428423303,0.0005151106415264497,True,3095,12040.691236657312,12107.104211693619
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,palladium_futures_STC,5,5,17.80033336597295,1.961598032514439e-17,1.3779030082052646e-16,True,3095,13806.185958255188,13872.598933291494
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,gold_spot_STC,5,5,0.869097875661538,0.5009485220045862,0.5841019203940114,False,3095,8689.751657799226,8756.164632835533
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,silver_spot_STC,5,5,3.4918952574602335,0.0037705029896693493,0.006744750689594861,True,3095,12877.224304772088,12943.637279808394
same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,platinum_spot_STC,5,5,1.6725781440676468,0.13769458132394818,0.1897418154129047,False,3095,11680.827982299641,11747.240957335947
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,silver_futures_MTC,5,5,2.9622398386751114,0.011331254690325662,0.0188635916232011,True,3095,-63580.00615068317,-63513.59317564686
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,platinum_futures_MTC,5,5,8.411607162242968,6.483334096340022e-08,2.051868373347172e-07,True,3095,-27005.662179674247,-26939.24920463794
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,palladium_futures_MTC,5,5,1.1242677425553516,0.3450785222818908,0.4265348258248264,False,3095,-25030.894490808874,-24964.481515772568
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,gold_spot_MTC,5,5,10.31006939260762,8.061394004326603e-10,2.8313188698122704e-09,True,3095,-28672.879137443233,-28606.466162406927
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,silver_spot_MTC,5,5,10.811693734399379,2.513190461796461e-10,9.399985103862088e-10,True,3095,-24337.30381295317,-24270.890837916864
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,platinum_spot_MTC,5,5,9.28168235190687,8.727037065447084e-09,2.8889502009755863e-08,True,3095,-27524.95025696817,-27458.537281931865
same_scale_MTC,same_scale_cross_metal,MTC,,gold_futures_MTC,palladium_spot_MTC,5,5,0.9995381859866883,0.41635952307960744,0.49850943791965646,False,3095,-24147.129690426475,-24080.71671539017
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,gold_futures_MTC,5,5,5.031741708712071,0.00013513454783074496,0.0003113499982020364,True,3095,-12535.594431018038,-12469.181455981732
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,platinum_futures_MTC,5,5,9.090949477779214,1.3556914613240006e-08,4.436808418878548e-08,True,3095,-27009.023113716736,-26942.61013868043
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,palladium_futures_MTC,5,5,2.3497335328193003,0.03864966773786345,0.05827803302882028,False,3095,-25037.026504251764,-24970.613529215458
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,gold_spot_MTC,5,5,7.105190532607958,1.2869027922930038e-06,3.6695841998057934e-06,True,3095,-28657.02121847269,-28590.608243436385
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,silver_spot_MTC,5,5,13.223118299082852,9.045534416760394e-13,4.4154473085203284e-12,True,3095,-24349.17269482073,-24282.759719784422
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,platinum_spot_MTC,5,5,8.140723279991652,1.2077439412632612e-07,3.7003218625938216e-07,True,3095,-27519.305057095662,-27452.892082059356
same_scale_MTC,same_scale_cross_metal,MTC,,silver_futures_MTC,palladium_spot_MTC,5,5,2.913672343106009,0.012513980294053604,0.020477422299360445,True,3095,-24156.70410472944,-24090.291129693134
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,gold_futures_MTC,5,5,29.191540433029353,4.82270911596063e-29,7.310211712614008e-28,True,3095,-12653.56639268425,-12587.153417647944
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,silver_futures_MTC,5,5,1.3526566207181077,0.2391766389316993,0.3075128214836134,False,3095,-63571.95767677041,-63505.54470173411
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,palladium_futures_MTC,5,5,13.110824739219334,1.1763415990041645e-12,5.64643967521999e-12,True,3095,-25090.356731051957,-25023.94375601565
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,gold_spot_MTC,5,5,13.394504075625003,6.056875714481275e-13,3.0603161504747494e-12,True,3095,-28688.064550264273,-28621.651575227967
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,silver_spot_MTC,5,5,41.357297332912864,2.5167793731277986e-41,5.575634303544662e-40,True,3095,-24484.385341686044,-24417.972366649738
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,platinum_spot_MTC,5,5,6.032578360281946,1.4543281497563469e-05,3.773391956124575e-05,True,3095,-27508.846670266357,-27442.43369523005
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_futures_MTC,palladium_spot_MTC,5,5,12.083294753949087,1.2983419653366153e-11,5.6654922123779576e-11,True,3095,-24202.163945404827,-24135.75097036852
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,gold_futures_MTC,5,5,11.686057147212626,3.280094917631515e-11,1.369083096054893e-10,True,3095,-12568.538804174728,-12502.125829138422
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,silver_futures_MTC,5,5,0.5569349866665252,0.7331255232408387,0.7937599650126373,False,3095,-63567.97104835774,-63501.55807332143
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,platinum_futures_MTC,5,5,9.936922840853162,1.915617308830236e-09,6.646961264374796e-09,True,3095,-27013.203790607593,-26946.790815571287
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,gold_spot_MTC,5,5,4.427652336005414,0.0005078173961399485,0.001075378015355185,True,3095,-28643.710403327168,-28577.29742829086
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,silver_spot_MTC,5,5,10.804237289769821,2.5571507268174765e-10,9.441787299018373e-10,True,3095,-24337.267042076397,-24270.85406704009
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,platinum_spot_MTC,5,5,7.427478017263314,6.176169854583857e-07,1.8337494001238667e-06,True,3095,-27515.770500785657,-27449.35752574935
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_futures_MTC,palladium_spot_MTC,5,5,19.75269755968849,1.9945500116629073e-19,1.4728984701510701e-18,True,3095,-24239.680014913974,-24173.267039877668
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,gold_futures_MTC,5,5,133.98376069247632,7.887640342839782e-129,1.1358202093689285e-126,True,3095,-13118.841663258667,-13052.42868822236
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,silver_futures_MTC,5,5,1.5736731435935667,0.16399732092973904,0.22132002267292983,False,3095,-63573.0640762815,-63506.651101245196
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,platinum_futures_MTC,5,5,4.503333481710347,0.00043067522163346255,0.0009256303270928151,True,3095,-26986.254234717344,-26919.841259681038
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,palladium_futures_MTC,5,5,5.8177955386042415,2.3538821176169182e-05,5.8441211196006245e-05,True,3095,-25054.314152699844,-24987.901177663538
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,silver_spot_MTC,5,5,14.258257364313511,8.010488759045988e-14,4.43657838962547e-13,True,3095,-24354.25367512642,-24287.840700090113
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,platinum_spot_MTC,5,5,4.356923502580605,0.0005921728934106787,0.0012269481532537804,True,3095,-27500.508730253714,-27434.095755217408
same_scale_MTC,same_scale_cross_metal,MTC,,gold_spot_MTC,palladium_spot_MTC,5,5,3.574960708588745,0.003164676223171222,0.005957037596557594,True,3095,-24160.00500680549,-24093.592031769185
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,gold_futures_MTC,5,5,45.6762833709633,1.2034872551915494e-45,3.1509484499560565e-44,True,3095,-12731.55528636452,-12665.142311328214
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,silver_futures_MTC,5,5,1.053864938092616,0.3841267643107937,0.4687648649216465,False,3095,-63570.46130880165,-63504.04833376534
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,platinum_futures_MTC,5,5,16.18352920245355,8.750727821472962e-16,5.478716549096115e-15,True,3095,-27043.89854533848,-26977.485570302175
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,palladium_futures_MTC,5,5,5.945650700104567,1.7675809393682448e-05,4.504985049009332e-05,True,3095,-25054.94964867195,-24988.536673635645
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,gold_spot_MTC,5,5,11.511523398004549,4.9271550617725e-11,1.998620644775324e-10,True,3095,-28678.803045879205,-28612.3900708429
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,platinum_spot_MTC,5,5,7.747713712388128,2.9717246686629983e-07,9.009017942894142e-07,True,3095,-27517.357863353885,-27450.94488831758
same_scale_MTC,same_scale_cross_metal,MTC,,silver_spot_MTC,palladium_spot_MTC,5,5,2.693448700026461,0.01955133024718133,0.03145688888931968,True,3095,-24155.604087957014,-24089.191112920707
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,gold_futures_MTC,5,5,29.63127241479276,1.7248565542789903e-29,2.9221099272491128e-28,True,3095,-12655.672469004105,-12589.259493967798
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,silver_futures_MTC,5,5,1.954512331233616,0.08227116574770778,0.1184704786766992,False,3095,-63574.96961431381,-63508.55663927751
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,platinum_futures_MTC,5,5,21.18923280637273,6.817543036584599e-21,5.609863984389612e-20,True,3095,-27068.2778762328,-27001.864901196495
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,palladium_futures_MTC,5,5,16.138980784823342,9.715631646015862e-16,5.9534083277714215e-15,True,3095,-25105.199606087772,-25038.786631051466
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,gold_spot_MTC,5,5,13.83037488510925,2.182899703421276e-13,1.1430456628824137e-12,True,3095,-28690.204451262092,-28623.791476225786
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,silver_spot_MTC,5,5,42.58496080934842,1.4808447000911324e-42,3.5540272802187183e-41,True,3095,-24490.153080117787,-24423.74010508148
same_scale_MTC,same_scale_cross_metal,MTC,,platinum_spot_MTC,palladium_spot_MTC,5,5,13.438333423226776,5.466319904564274e-13,2.8112502366330552e-12,True,3095,-24208.82548819438,-24142.412513158073
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,gold_futures_MTC,5,5,14.817582073812975,2.1586062937581045e-14,1.268731862453743e-13,True,3095,-12583.921808082996,-12517.50883304669
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,silver_futures_MTC,5,5,1.3161494255241166,0.2540525955417743,0.3251873222934711,False,3095,-63571.774885224164,-63505.36191018786
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,platinum_futures_MTC,5,5,7.707606868393867,3.2572126750305713e-07,9.771638025091713e-07,True,3095,-27002.175186571512,-26935.762211535206
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,palladium_futures_MTC,5,5,23.999944458700973,9.260266196669451e-24,9.196402291864834e-23,True,3095,-25143.40208382599,-25076.989108789683
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,gold_spot_MTC,5,5,6.549325086452654,4.539278929118654e-06,1.2450593634154021e-05,True,3095,-28654.262717313853,-28587.849742277547
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,silver_spot_MTC,5,5,11.773315876980087,2.6761350537879364e-11,1.1334219051337143e-10,True,3095,-24342.042320562512,-24275.629345526206
same_scale_MTC,same_scale_cross_metal,MTC,,palladium_spot_MTC,platinum_spot_MTC,5,5,3.5001524368533383,0.0037055258579844776,0.00666994654437206,True,3095,-27496.236803465254,-27429.823828428947
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,silver_futures_LTC,4,4,2.554620500361125,0.03711389423905437,0.05625685021498767,False,3096,-126299.51891324812,-126245.17811713573
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,platinum_futures_LTC,5,5,2.532161888218252,0.026985227660512458,0.042009435493122096,True,3095,-89156.98015349035,-89090.56717845405
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,palladium_futures_LTC,5,5,0.29966264369431883,0.9132223482072561,0.939314415298892,False,3095,-117092.69598002473,-117026.28300498842
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,gold_spot_LTC,5,5,3.8728968915063886,0.0016801698480409001,0.003225926108238528,True,3095,-114446.22558861026,-114379.81261357396
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,silver_spot_LTC,5,5,3.2764075027240325,0.005921072877459812,0.010397981638466012,True,3095,-87200.92756128353,-87134.51458624723
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,platinum_spot_LTC,5,5,0.6831570917391219,0.6362019242631647,0.7213628117629584,False,3095,-96265.98985973203,-96199.57688469572
same_scale_LTC,same_scale_cross_metal,LTC,,gold_futures_LTC,palladium_spot_LTC,5,5,3.972772965207696,0.0013567057313642484,0.0026580357185911805,True,3095,-93189.05269258424,-93122.63971754794
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,gold_futures_LTC,5,5,1.5568058142240868,0.19781571553133168,0.2589587548773796,False,3095,-89046.3404354686,-88979.9274604323
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,platinum_futures_LTC,5,5,2.4144533372570245,0.06474305405284513,0.09417171498595654,False,3095,-89156.70293533703,-89090.28996030072
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,palladium_futures_LTC,4,4,21.09763599311312,1.585390943021228e-13,8.455418362779883e-13,True,3096,-114537.73119416734,-114483.39039805495
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,gold_spot_LTC,5,5,7.839602256426588,2.7735802704227967e-06,7.680683825786206e-06,True,3095,-113273.33398325286,-113206.92100821655
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,silver_spot_LTC,5,5,1.6328584163414537,0.17961238678133382,0.2372860889588263,False,3095,-87186.19102455357,-87119.77804951726
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,platinum_spot_LTC,5,5,1.129578380808501,0.3356590630533077,0.42030352243196795,False,3095,-96163.58531667772,-96097.17234164142
same_scale_LTC,same_scale_cross_metal,LTC,,silver_futures_LTC,palladium_spot_LTC,5,5,2.0948222990415766,0.09879384605910262,0.14016072741389926,False,3095,-93115.18936178954,-93048.77638675323
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,gold_futures_LTC,5,5,2.413962618309597,0.03408066279498112,0.05193243854473314,False,3095,-89043.67668852262,-88977.26371348632
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,silver_futures_LTC,5,5,1.2351426398730836,0.2897904982120891,0.366051155636323,False,3095,-128999.20270205266,-128932.78972701635
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,palladium_futures_LTC,5,5,1.9327089953643735,0.08568194971459868,0.12216040355348722,False,3095,-116902.03525364389,-116835.62227860758
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,gold_spot_LTC,5,5,0.20523323574889218,0.9604006330874889,0.9691202584164301,False,3095,-114434.30556620065,-114367.89259116435
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,silver_spot_LTC,5,5,21.648226047772916,2.3186804369948554e-21,2.0868123932953698e-20,True,3095,-87291.23885901019,-87224.82588397388
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,platinum_spot_LTC,5,5,3.534161080871854,0.0034492700927725695,0.006287277131129747,True,3095,-96280.22293678355,-96213.80996174725
same_scale_LTC,same_scale_cross_metal,LTC,,platinum_futures_LTC,palladium_spot_LTC,5,5,4.4853267628699545,0.00044790790751042704,0.0009555368693555776,True,3095,-93191.43692141732,-93125.02394638101
same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,gold_futures_LTC,5,5,2.8581705112883355,0.022273078962928426,0.03544003724488059,True,3095,-89043.24119298167,-88976.82821794537
same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,silver_futures_LTC,4,4,5.0000840704888105,0.0005126736808401314,0.0010777373728610062,True,3096,-129272.03271744642,-129217.69192133403
same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,platinum_futures_LTC,5,5,1.30109547021857,0.2672226022249609,0.33903131912241735,False,3095,-89149.31388743452,-89082.90091239821
same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,gold_spot_LTC,5,5,3.590755330515094,0.006301044588633856,0.01099818691834273,True,3095,-114337.79332152454,-114271.38034648824
same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,silver_spot_LTC,5,5,1.7212858834536746,0.14238382864668694,0.1952692507154564,False,3095,-87190.88099559204,-87124.46802055574
same_scale_LTC,same_scale_cross_metal,LTC,,palladium_futures_LTC,platinum_spot_LTC,5,5,1.9209167698863894,0.10416948633529433,0.1470628042380626,False,3095,-96269.05817495903,-96202.64519992273
