date,gold_futures,silver_futures,platinum_futures,palladium_futures,gold_spot,silver_spot,platinum_spot,palladium_spot
2012-02-14,1717.7,33.348,1634.25,686.7,1720.16,33.57,1626.0,684.75
2012-02-15,1728.1,33.408,1635.0,684.2,1728.08,33.45,1631.0,680.25
2012-02-16,1728.4,33.37,1630.65,696.5,1728.01,33.5,1620.5,694.0
2012-02-17,1725.9,33.216,1635.6,685.9,1723.23,33.28,1628.3,683.75
2012-02-20,1758.5,34.429,1647.5,695.6,1734.28,33.59,1644.3,694.5
2012-02-22,1771.3,34.254,1725.25,721.5,1776.46,34.31,1720.7,720.75
2012-02-23,1786.3,35.556,1724.65,718.0,1779.18,35.38,1717.5,715.5
2012-02-24,1776.4,35.338,1714.0,711.8,1772.31,35.39,1710.5,709.0
2012-02-27,1774.9,35.524,1704.6,705.3,1767.99,35.44,1704.0,702.0
2012-02-28,1788.4,37.205,1724.2,723.6,1784.11,36.9,1714.0,719.75
2012-02-29,1711.3,34.642,1678.35,706.65,1695.47,34.63,1674.0,701.25
2012-03-01,1722.2,35.661,1705.7,716.0,1718.33,35.47,1698.0,715.0
2012-03-02,1709.8,34.525,1700.6,710.8,1712.46,34.78,1697.0,711.0
2012-03-05,1703.9,33.695,1667.7,707.4,1706.99,33.97,1659.5,702.25
2012-03-06,1672.1,32.783,1619.15,670.0,1674.33,32.94,1609.5,663.75
2012-03-07,1683.9,33.585,1634.3,687.4,1684.88,33.46,1627.5,684.0
2012-03-08,1698.7,33.831,1664.4,697.4,1699.46,33.87,1657.3,698.0
2012-03-09,1711.5,34.212,1686.15,708.2,1713.98,34.29,1681.5,705.5
2012-03-12,1699.8,33.413,1696.95,702.75,1702.11,33.7,1694.7,699.5
2012-03-13,1694.2,33.581,1692.9,707.6,1674.88,33.35,1687.0,702.5
2012-03-14,1642.9,32.181,1673.35,699.2,1643.41,32.21,1669.5,695.5
2012-03-15,1659.5,32.726,1687.95,708.4,1657.54,32.53,1682.5,703.5
2012-03-16,1655.8,32.604,1672.4,701.9,1659.91,32.54,1666.5,698.75
2012-03-19,1667.3,32.955,1679.75,707.6,1664.41,32.95,1679.3,703.75
2012-03-20,1647.0,31.834,1656.45,695.6,1650.38,32.13,1653.5,691.5
2012-03-21,1650.3,32.227,1640.95,687.15,1649.77,32.17,1638.0,683.5
2012-03-22,1642.5,31.345,1624.15,649.55,1645.75,31.57,1618.0,651.5
2012-03-23,1662.4,32.272,1627.5,658.4,1661.92,32.22,1624.0,656.5
2012-03-26,1685.6,32.75,1654.35,667.25,1690.33,32.84,1644.0,665.75
2012-03-27,1684.9,32.616,1656.75,662.1,1680.96,32.59,1650.6,655.75
2012-03-28,1657.9,31.831,1641.75,646.4,1663.46,32.06,1633.5,644.75
2012-03-29,1654.9,31.992,1637.15,646.9,1661.33,32.25,1623.0,643.25
2012-03-30,1671.9,32.484,1643.15,654.2,1668.28,32.255,1633.8,651.75
2012-04-02,1679.7,33.098,1657.35,655.9,1677.55,33.0,1645.9,653.25
2012-04-03,1672.0,33.265,1646.45,653.7,1646.55,32.66,1636.3,652.0
2012-04-04,1614.1,31.044,1603.05,634.6,1620.74,31.37,1595.0,632.5
2012-04-05,1630.1,31.73,1607.5,645.7,1631.23,31.73,1601.0,642.5
2012-04-09,1643.9,31.524,1617.75,645.8,1640.42,31.58,1608.5,640.5
2012-04-10,1660.7,31.679,1606.2,641.4,1659.57,31.78,1594.5,636.0
2012-04-11,1660.3,31.521,1589.35,638.0,1659.39,31.6,1579.5,636.0
2012-04-12,1680.6,32.525,1609.4,654.8,1675.07,32.36,1600.2,651.5
2012-04-13,1660.2,31.39,1585.9,644.1,1658.41,31.52,1578.5,641.75
2012-04-16,1649.7,31.373,1577.15,652.9,1652.95,31.5,1570.5,650.75
2012-04-17,1651.1,31.674,1584.1,662.2,1650.17,31.705,1577.6,660.25
2012-04-18,1639.6,31.487,1581.05,658.1,1642.17,31.63,1573.0,654.0
2012-04-19,1641.4,31.779,1578.8,666.3,1642.76,31.79,1576.0,662.0
2012-04-20,1642.8,31.651,1581.4,675.9,1642.97,31.69,1575.3,673.5
2012-04-23,1632.6,30.531,1560.1,671.6,1638.43,30.83,1554.5,669.0
2012-04-24,1643.8,30.746,1549.35,668.6,1641.58,30.89,1540.5,665.5
2012-04-25,1642.3,30.356,1556.1,662.6,1644.13,30.69,1547.8,661.0
2012-04-26,1660.5,31.207,1569.35,668.8,1654.9,30.99,1564.0,669.25
2012-04-27,1664.8,31.411,1573.75,683.1,1662.3,31.23,1567.0,680.0
2012-04-30,1664.2,31.016,1573.8,683.5,1663.7,30.95,1564.0,680.0
2012-05-01,1662.4,30.93,1573.1,680.0,1660.4,30.89,1566.5,677.75
2012-05-02,1654.0,30.645,1562.25,668.7,1651.6,30.58,1556.8,665.25
2012-05-03,1634.8,30.01,1538.1,662.3,1635.5,30.05,1531.0,658.25
2012-05-04,1645.2,30.432,1526.35,651.2,1641.8,30.34,1520.5,648.5
2012-05-07,1639.1,30.122,1524.0,647.7,1636.3,30.02,1523.5,643.75
2012-05-08,1604.5,29.459,1509.55,622.3,1605.32,29.45,1505.5,619.0
2012-05-09,1594.2,29.241,1497.7,613.5,1589.58,29.235,1493.8,610.75
2012-05-10,1595.5,29.178,1487.85,614.2,1594.38,29.029,1483.0,615.0
2012-05-11,1584.0,28.89,1464.45,602.4,1578.93,28.879,1459.0,598.75
2012-05-14,1561.0,28.353,1441.55,594.4,1556.67,28.13,1433.5,589.75
2012-05-15,1557.1,28.08,1436.3,595.6,1544.03,27.7,1428.0,593.0
2012-05-16,1536.6,27.196,1438.15,596.1,1539.09,27.18,1429.0,589.5
2012-05-17,1574.9,28.02,1452.45,603.3,1574.19,28.01,1448.0,600.75
2012-05-18,1591.9,28.715,1455.75,603.6,1592.44,28.696,1450.5,601.5
2012-05-21,1588.7,28.321,1472.6,615.8,1593.1,28.47,1463.0,611.5
2012-05-22,1576.6,28.179,1443.85,610.5,1567.57,28.16,1440.5,609.0
2012-05-23,1548.4,27.519,1422.85,591.8,1561.46,27.743,1420.0,591.0
2012-05-24,1557.5,28.157,1421.15,587.7,1557.57,28.3,1415.5,585.0
2012-05-25,1568.9,28.386,1431.5,589.5,1572.82,28.493,1426.5,589.5
2012-05-28,1548.7,27.791,1437.6,606.5,1573.9,28.368,1434.0,604.0
2012-05-30,1565.7,27.983,1407.3,604.7,1561.8,27.903,1395.0,606.25
2012-05-31,1564.2,27.757,1406.75,612.1,1558.7,27.65,1410.0,609.0
2012-06-01,1622.1,28.512,1444.05,612.3,1621.81,28.49,1440.0,611.0
2012-06-04,1613.9,28.007,1432.55,612.25,1616.47,28.21,1423.5,610.5
2012-06-05,1616.9,28.405,1440.1,618.05,1615.34,28.47,1433.3,621.75
2012-06-06,1634.2,29.488,1464.3,631.25,1618.89,29.396,1458.3,625.25
2012-06-07,1588.0,28.529,1445.0,624.35,1587.31,28.585,1436.0,620.75
2012-06-08,1591.4,28.471,1433.75,610.65,1592.08,28.485,1429.5,608.75
2012-06-11,1596.8,28.616,1437.8,620.8,1594.72,28.58,1438.8,619.75
2012-06-12,1613.8,28.949,1451.7,622.45,1608.35,28.94,1449.3,623.75
2012-06-13,1619.4,28.941,1459.3,618.8,1616.55,28.87,1459.5,615.25
2012-06-14,1619.6,28.407,1491.65,633.6,1621.51,28.631,1489.5,632.25
2012-06-15,1628.1,28.74,1482.6,629.1,1624.69,28.649,1479.3,626.25
2012-06-18,1627.0,28.671,1487.6,633.9,1626.72,28.763,1483.0,633.75
2012-06-19,1623.2,28.368,1484.8,630.0,1616.71,28.405,1476.5,626.75
2012-06-20,1615.8,28.389,1457.8,618.35,1604.22,28.06,1453.5,617.75
2012-06-21,1565.5,26.839,1435.9,607.4,1563.27,26.877,1433.5,606.75
2012-06-22,1566.9,26.661,1435.8,609.3,1571.8,26.89,1432.5,608.25
2012-06-25,1588.4,27.52,1444.9,606.2,1583.12,27.505,1439.5,605.75
2012-06-26,1574.9,27.038,1431.65,592.65,1570.44,27.065,1422.2,594.25
2012-06-27,1578.4,26.942,1416.6,577.75,1572.62,26.91,1405.0,574.75
2012-06-28,1550.4,26.291,1391.1,562.4,1550.3,26.305,1384.6,563.25
2012-06-29,1604.2,27.612,1449.35,582.5,1596.95,27.47,1442.0,580.25
2012-07-02,1597.7,27.499,1450.75,575.8,1595.95,27.48,1450.5,575.75
2012-07-03,1621.8,28.28,1487.2,599.5,1616.1,28.225,1483.5,597.5
2012-07-04,1609.4,27.672,1483.9,596.4,1614.54,28.131,1474.0,594.5
2012-07-06,1578.9,26.92,1445.85,577.2,1583.15,27.081,1439.5,574.5
2012-07-09,1589.1,27.444,1446.6,583.2,1587.41,27.353,1438.5,581.75
2012-07-10,1579.8,26.882,1428.35,576.7,1566.9,26.75,1419.0,573.0
2012-07-11,1575.7,27.023,1427.6,581.6,1576.65,27.115,1423.5,580.5
2012-07-12,1565.3,27.161,1419.0,579.6,1571.8,27.178,1412.0,575.25
2012-07-13,1592.0,27.369,1432.5,585.4,1589.4,27.3,1425.5,582.25
2012-07-16,1591.6,27.321,1422.6,577.9,1587.91,27.248,1413.0,575.75
2012-07-17,1589.5,27.316,1420.8,584.0,1582.18,27.285,1411.5,581.25
2012-07-18,1570.8,27.095,1408.9,575.6,1573.05,27.195,1401.0,574.25
2012-07-19,1580.4,27.217,1420.45,584.7,1581.33,27.25,1413.0,581.75
2012-07-20,1582.8,27.302,1415.35,575.9,1584.1,27.28,1409.0,572.5
2012-07-23,1577.4,27.042,1399.4,573.3,1576.3,27.02,1395.0,568.75
2012-07-24,1576.2,26.811,1387.95,564.2,1581.91,26.945,1379.6,561.0
2012-07-25,1608.1,27.466,1399.15,565.8,1604.3,27.325,1395.0,563.5
2012-07-26,1615.1,27.446,1405.3,570.6,1616.26,27.52,1400.9,567.75
2012-07-27,1618.0,27.498,1411.45,571.05,1622.5,27.72,1406.3,576.25
2012-07-30,1624.0,28.033,1416.05,588.2,1621.32,28.183,1412.0,585.75
2012-07-31,1614.6,27.914,1410.5,588.0,1614.08,27.97,1410.0,586.25
2012-08-01,1607.3,27.535,1402.2,583.4,1599.69,27.378,1392.9,580.25
2012-08-02,1590.7,26.995,1388.7,568.6,1587.93,27.11,1383.0,567.25
2012-08-03,1609.3,27.801,1406.05,579.6,1603.05,27.76,1401.0,576.0
2012-08-06,1616.2,27.863,1401.3,579.0,1610.97,27.853,1396.9,576.75
2012-08-07,1612.8,28.086,1409.4,585.8,1611.45,28.075,1404.0,583.75
2012-08-08,1616.0,28.075,1409.25,586.8,1611.89,28.018,1404.4,584.25
2012-08-09,1620.2,28.097,1413.2,586.2,1616.67,28.149,1407.0,582.75
2012-08-10,1622.8,28.062,1400.95,582.1,1619.75,28.082,1395.8,580.25
2012-08-13,1612.6,27.767,1388.85,574.8,1609.82,27.791,1381.5,573.25
2012-08-14,1602.4,27.763,1396.85,579.3,1599.1,27.786,1391.5,575.75
2012-08-15,1606.6,27.812,1396.2,575.6,1602.87,27.81,1389.4,574.0
2012-08-16,1619.2,28.212,1436.65,582.5,1614.1,28.181,1436.0,582.25
2012-08-17,1619.4,28.002,1474.75,607.2,1615.55,28.06,1469.1,605.75
2012-08-20,1623.0,28.593,1489.65,606.8,1620.32,28.778,1488.0,605.25
2012-08-21,1642.9,29.428,1508.9,625.1,1637.32,29.29,1502.3,623.25
2012-08-22,1640.5,29.556,1539.1,631.9,1654.37,29.83,1533.3,627.25
2012-08-23,1672.8,30.456,1542.25,652.0,1669.67,30.49,1540.0,652.25
2012-08-24,1672.9,30.621,1550.45,652.5,1670.15,30.773,1544.8,650.0
2012-08-27,1675.6,31.048,1545.3,653.1,1663.65,30.725,1538.5,648.0
2012-08-28,1669.7,30.875,1518.2,635.9,1666.4,30.845,1514.8,636.5
2012-08-29,1663.0,30.837,1517.35,630.1,1655.73,30.668,1512.0,629.25
2012-08-30,1657.1,30.446,1507.65,614.9,1654.87,30.42,1503.5,613.5
2012-08-31,1687.6,31.442,1540.15,627.95,1691.61,31.71,1535.0,627.25
2012-09-03,1696.0,32.411,1553.0,634.2,1692.07,32.075,1546.0,630.0
2012-09-05,1694.0,32.329,1567.8,646.15,1693.0,32.225,1566.6,642.0
2012-09-06,1705.6,32.674,1581.1,647.0,1701.24,32.66,1578.4,643.75
2012-09-07,1740.5,33.69,1591.75,654.0,1734.85,33.63,1586.5,652.25
2012-09-10,1731.8,33.633,1592.35,672.25,1724.84,33.338,1588.5,665.25
2012-09-11,1734.9,33.566,1606.0,674.4,1731.89,33.443,1601.5,667.75
2012-09-12,1733.7,33.292,1643.45,678.8,1730.65,33.255,1641.5,675.75
2012-09-13,1772.1,34.778,1692.85,688.5,1766.3,34.65,1678.6,685.5
2012-09-14,1772.7,34.656,1709.0,698.8,1769.5,34.62,1704.0,692.75
2012-09-17,1770.6,34.367,1665.3,688.6,1762.4,34.2,1661.0,677.25
2012-09-18,1771.2,34.718,1621.6,666.85,1771.17,34.773,1625.5,665.25
2012-09-19,1771.7,34.588,1641.5,671.9,1768.82,34.555,1636.3,668.75
2012-09-20,1770.2,34.682,1628.9,659.6,1767.63,34.631,1622.0,661.25
2012-09-21,1778.0,34.638,1635.8,672.1,1772.81,34.5,1630.8,667.25
2012-09-24,1764.6,33.984,1626.5,644.35,1764.0,33.945,1617.0,643.25
2012-09-25,1766.4,33.948,1632.85,638.4,1760.58,33.735,1624.0,635.75
2012-09-26,1753.6,33.94,1641.0,624.7,1752.44,33.943,1631.0,624.5
2012-09-27,1780.5,34.666,1657.65,637.0,1776.68,34.61,1644.7,632.25
2012-09-28,1773.9,34.577,1667.25,638.3,1771.25,34.46,1658.5,635.75
2012-10-01,1783.3,34.952,1677.5,643.5,1774.82,34.63,1672.4,641.25
2012-10-02,1775.6,34.669,1679.7,651.1,1774.25,34.595,1673.0,650.75
2012-10-03,1779.8,34.69,1691.15,655.7,1778.16,34.595,1682.0,651.25
2012-10-04,1796.5,35.101,1726.7,673.1,1789.87,34.966,1714.0,671.5
2012-10-05,1780.8,34.572,1711.25,661.4,1779.7,34.47,1703.0,658.5
2012-10-08,1775.7,34.017,1696.15,658.6,1775.32,33.965,1690.5,656.0
2012-10-09,1765.0,33.985,1688.55,655.8,1763.73,33.87,1682.0,655.75
2012-10-10,1765.1,34.109,1671.05,649.2,1761.82,33.955,1669.0,647.75
2012-10-11,1770.6,34.082,1686.15,652.5,1767.14,33.975,1672.3,648.75
2012-10-12,1759.7,33.669,1655.35,634.3,1753.5,33.42,1647.0,632.75
2012-10-15,1737.6,32.743,1642.6,633.4,1736.78,32.665,1633.5,630.5
2012-10-16,1746.3,32.959,1654.15,641.8,1747.66,32.935,1638.7,637.0
2012-10-17,1753.0,33.232,1667.5,651.0,1749.63,33.2,1660.0,650.0
2012-10-18,1744.7,32.868,1647.35,645.0,1741.23,32.775,1638.8,641.0
2012-10-19,1724.0,32.097,1621.75,625.7,1720.75,32.03,1613.0,623.75
2012-10-22,1726.3,32.252,1615.15,625.5,1728.61,32.405,1604.0,623.0
2012-10-23,1709.4,31.793,1581.8,598.9,1706.93,31.658,1567.0,592.5
2012-10-24,1701.6,31.62,1568.85,595.5,1701.55,31.725,1554.9,592.75
2012-10-25,1713.0,32.078,1571.85,606.1,1709.9,32.088,1561.0,603.25
2012-10-26,1711.9,32.036,1547.15,597.1,1710.6,32.06,1540.0,595.25
2012-10-29,1708.7,31.745,1540.65,591.2,1708.7,31.775,1535.5,589.0
2012-10-30,1712.1,31.816,1557.6,595.9,1709.86,31.785,1547.2,593.5
2012-10-31,1719.1,32.316,1570.3,606.7,1719.71,32.227,1563.5,602.5
2012-11-01,1715.5,32.248,1570.15,610.5,1715.03,32.275,1567.5,611.0
2012-11-02,1675.2,30.857,1545.5,600.7,1677.46,30.902,1541.0,599.25
2012-11-05,1683.2,31.128,1549.2,612.7,1684.74,31.16,1541.0,608.5
2012-11-06,1715.0,32.034,1556.45,615.3,1715.58,31.97,1550.7,616.0
2012-11-07,1714.0,31.661,1546.6,611.8,1717.1,31.79,1540.3,609.5
2012-11-08,1726.0,32.24,1547.5,614.8,1730.41,32.31,1540.0,611.0
2012-11-09,1730.9,32.599,1554.95,606.4,1730.75,32.58,1551.8,604.0
2012-11-12,1730.9,32.522,1563.8,606.9,1727.63,32.37,1562.0,606.0
2012-11-13,1724.8,32.487,1585.85,635.3,1724.8,32.45,1578.9,632.5
2012-11-14,1730.1,32.88,1586.45,633.4,1725.93,32.67,1583.0,635.0
2012-11-15,1713.8,32.674,1572.35,632.5,1716.5,32.57,1570.5,628.5
2012-11-16,1714.7,32.37,1560.25,626.9,1713.35,32.3,1556.3,625.0
2012-11-19,1734.4,33.189,1577.7,641.3,1730.95,33.063,1571.9,638.5
2012-11-20,1723.6,32.93,1580.85,637.0,1728.42,33.13,1571.7,635.5
2012-11-21,1728.2,33.35,1580.35,646.0,1728.27,33.34,1575.5,644.5
2012-11-22,1751.4,34.116,1583.1,654.8,1729.79,33.33,1576.3,654.75
2012-11-26,1749.6,34.137,1615.6,665.8,1748.17,34.15,1608.6,660.0
2012-11-27,1742.3,33.981,1612.4,669.1,1741.37,34.025,1608.3,664.5
2012-11-28,1716.5,33.684,1612.3,674.6,1719.54,33.706,1601.6,670.0
2012-11-29,1729.5,34.431,1614.15,685.2,1725.4,34.19,1609.3,682.0
2012-11-30,1712.7,33.279,1603.8,686.25,1714.4,33.39,1597.5,680.5
2012-12-03,1721.1,33.759,1608.1,689.45,1715.14,33.607,1602.5,689.0
2012-12-04,1695.8,32.808,1583.5,681.1,1696.61,32.898,1583.7,680.0
2012-12-05,1693.8,32.957,1581.85,685.95,1693.7,32.853,1579.3,682.5
2012-12-06,1701.8,33.114,1596.7,695.55,1699.7,32.996,1599.0,692.5
2012-12-07,1705.5,33.131,1607.85,696.5,1703.65,33.04,1604.3,695.5
2012-12-10,1714.4,33.377,1622.85,703.25,1712.4,33.225,1619.8,699.0
2012-12-11,1709.6,33.017,1632.9,695.3,1709.46,32.96,1632.3,691.5
2012-12-12,1717.9,33.782,1628.3,699.65,1711.3,33.43,1632.5,692.0
2012-12-13,1696.8,32.355,1614.35,690.25,1696.9,32.51,1609.3,689.5
2012-12-14,1697.0,32.299,1618.2,703.4,1695.7,32.25,1615.8,700.5
2012-12-17,1698.2,32.28,1608.25,697.2,1697.65,32.258,1604.5,697.0
2012-12-18,1670.7,31.669,1598.4,689.85,1670.4,31.603,1587.5,685.5
2012-12-19,1667.7,31.116,1588.45,694.0,1665.24,30.955,1586.0,691.5
2012-12-20,1645.9,29.678,1555.5,679.25,1647.75,29.913,1543.0,677.0
2012-12-21,1660.1,30.203,1539.3,681.3,1656.75,29.96,1537.5,678.0
2012-12-24,1659.5,29.897,1538.75,685.8,1657.98,29.88,1532.4,683.5
2012-12-26,1660.7,30.035,1544.15,691.4,1659.29,30.005,1532.3,690.0
2012-12-27,1663.7,30.24,1537.6,707.35,1663.06,30.137,1531.0,706.0
2012-12-28,1655.9,29.975,1524.7,699.6,1655.07,29.995,1519.3,695.5
2012-12-31,1675.8,30.227,1543.0,704.6,1676.4,30.27,1534.6,700.25
2013-01-02,1688.8,31.007,1571.5,706.9,1685.48,31.07,1562.9,702.5
2013-01-03,1674.6,30.72,1555.15,693.2,1663.52,30.143,1560.2,690.75
2013-01-04,1648.9,29.946,1560.8,687.8,1655.7,30.32,1555.8,686.25
2013-01-07,1646.3,30.082,1561.1,672.7,1647.0,30.11,1552.8,668.5
2013-01-08,1662.2,30.465,1582.35,673.7,1659.46,30.383,1580.0,671.0
2013-01-09,1655.5,30.249,1594.95,686.9,1657.87,30.323,1594.7,685.0
2013-01-10,1678.0,30.918,1634.95,698.6,1674.51,30.826,1627.4,700.5
2013-01-11,1660.6,30.408,1632.4,702.1,1662.4,30.44,1629.6,699.0
2013-01-14,1669.4,31.11,1656.75,703.7,1667.37,31.025,1653.5,701.5
2013-01-15,1683.9,31.529,1685.5,712.6,1679.68,31.34,1677.9,706.5
2013-01-16,1683.2,31.542,1690.65,722.8,1680.0,31.468,1684.2,720.5
2013-01-17,1690.8,31.81,1687.6,725.4,1686.84,31.715,1690.5,723.0
2013-01-18,1687.0,31.932,1670.45,720.2,1683.3,31.825,1666.8,718.5
2013-01-21,1693.2,32.177,1683.6,717.3,1689.68,31.983,1671.5,716.5
2013-01-23,1686.7,32.439,1688.4,724.1,1685.35,32.203,1682.5,724.0
2013-01-24,1669.9,31.722,1681.1,726.7,1666.86,31.625,1680.0,724.0
2013-01-25,1656.6,31.206,1696.15,741.8,1658.3,31.17,1689.8,738.0
2013-01-28,1652.9,30.78,1668.65,737.5,1654.58,30.825,1659.0,737.0
2013-01-29,1660.8,31.184,1682.3,751.1,1663.37,31.368,1674.5,748.0
2013-01-30,1681.6,32.177,1688.85,749.3,1676.49,31.985,1680.5,746.75
2013-01-31,1662.0,31.351,1677.1,743.8,1663.38,31.43,1673.1,741.0
2013-02-01,1670.6,31.958,1684.7,756.3,1667.05,31.8,1680.8,753.5
2013-02-04,1676.4,31.716,1699.85,756.7,1674.07,31.71,1693.1,755.5
2013-02-05,1673.5,31.875,1714.15,765.6,1672.61,31.795,1706.5,763.5
2013-02-06,1678.8,31.877,1737.6,764.2,1677.03,31.825,1736.08,762.8
2013-02-07,1671.3,31.403,1718.35,750.3,1670.61,31.42,1715.7,749.0
2013-02-08,1666.9,31.441,1716.75,754.0,1666.8,31.39,1714.0,752.0
2013-02-11,1649.1,30.91,1696.3,758.5,1647.93,30.92,1685.3,756.5
2013-02-12,1649.6,31.019,1722.45,773.5,1651.16,31.09,1715.5,769.0
2013-02-13,1645.1,30.869,1722.9,765.3,1642.47,30.755,1719.0,766.0
2013-02-14,1635.5,30.353,1714.15,764.5,1633.92,30.373,1707.0,764.5
2013-02-15,1609.5,29.849,1680.65,756.1,1609.7,29.77,1677.5,756.5
2013-02-18,1604.2,29.422,1699.15,763.9,1609.58,29.95,1689.0,762.5
2013-02-20,1578.0,28.622,1648.8,741.1,1564.71,28.536,1642.6,736.75
2013-02-21,1578.6,28.699,1624.75,735.5,1576.11,28.655,1610.6,729.0
2013-02-22,1572.8,28.46,1609.9,738.2,1581.15,28.71,1603.8,735.5
2013-02-25,1586.6,28.987,1612.5,741.1,1592.96,28.978,1600.6,733.75
2013-02-26,1615.5,29.26,1622.25,745.8,1614.17,29.385,1618.5,743.0
2013-02-27,1595.7,28.985,1604.3,743.15,1595.82,28.955,1593.5,742.0
2013-02-28,1578.1,28.432,1585.25,732.6,1579.16,28.505,1582.5,728.0
2013-03-01,1572.3,28.49,1573.5,718.65,1575.65,28.57,1571.3,720.0
2013-03-04,1572.4,28.496,1571.95,712.5,1574.05,28.555,1565.4,716.0
2013-03-05,1574.9,28.604,1593.5,732.6,1574.38,28.673,1584.0,734.0
2013-03-06,1574.9,28.803,1591.25,738.05,1584.13,29.043,1582.2,744.0
2013-03-07,1575.1,28.808,1603.95,757.05,1578.09,28.875,1589.9,755.5
2013-03-08,1576.9,28.948,1604.8,780.65,1578.24,28.951,1599.3,781.5
2013-03-11,1578.0,28.853,1605.15,780.1,1581.39,28.956,1600.3,776.5
2013-03-12,1591.7,29.171,1594.25,773.6,1592.49,29.125,1591.0,771.5
2013-03-13,1588.4,28.958,1589.0,769.25,1587.34,28.895,1585.5,769.0
2013-03-14,1590.7,28.807,1592.25,768.8,1589.88,28.785,1585.0,770.5
2013-03-15,1592.6,28.851,1590.95,776.0,1591.76,28.753,1587.7,773.5
2013-03-18,1604.6,28.874,1581.5,764.3,1605.09,28.86,1576.3,761.0
2013-03-19,1611.3,28.843,1560.55,733.4,1612.28,28.879,1551.5,735.5
2013-03-20,1607.5,28.817,1577.2,756.4,1606.35,28.795,1577.8,757.5
2013-03-21,1613.8,29.212,1577.65,755.05,1614.2,29.14,1579.5,753.0
2013-03-22,1606.1,28.698,1583.25,759.75,1608.21,28.708,1580.8,758.0
2013-03-25,1604.5,28.815,1590.25,755.55,1604.61,28.82,1580.8,755.0
2013-03-26,1595.7,28.679,1577.6,765.1,1599.65,28.735,1572.7,761.0
2013-03-27,1607.2,28.612,1583.7,767.5,1604.79,28.652,1579.8,764.5
2013-03-28,1595.7,28.323,1574.65,773.0,1596.65,28.314,1570.0,770.0
2013-04-01,1600.9,27.944,1596.55,781.9,1598.75,28.01,1589.5,777.75
2013-04-02,1575.9,27.248,1577.75,770.4,1575.78,27.245,1569.3,765.75
2013-04-03,1553.5,26.797,1531.75,754.3,1557.53,26.94,1530.0,750.5
2013-04-04,1552.4,26.767,1521.45,726.2,1553.05,26.885,1517.1,725.5
2013-04-05,1575.9,27.22,1539.3,728.4,1580.75,27.3,1535.3,725.0
2013-04-08,1572.5,27.138,1538.9,728.65,1572.6,27.275,1529.8,730.25
2013-04-09,1586.7,27.881,1546.95,731.85,1584.99,27.935,1543.7,724.25
2013-04-10,1558.8,27.653,1524.4,720.3,1558.98,27.61,1523.9,717.5
2013-04-11,1564.9,27.697,1535.45,732.2,1560.28,27.61,1529.9,728.5
2013-04-12,1501.4,26.331,1486.45,707.95,1482.8,25.98,1482.4,703.5
2013-04-15,1361.1,23.361,1396.25,665.85,1351.91,22.645,1399.0,652.5
